"title","wikibase_item","FilmID","status","titleType","primaryTitle","originalTitle","isAdult","startYear","endYear","runtimeMinutes","genres"
"天菩薩","Q109411678","tt0092706","not exact match","movie","Buddha's Lock","Tian pu sa",0,"1987","\N","96","Drama"
"人肉臘腸","Q122790685","tt0346159","not exact match","movie","The Unpublicizable File","Yan yuk lap cheung",0,"1993","\N","82","Crime,Horror"
"幻術 (電影)","Q65054249","tt10619508","not exact match","movie","The Shooting of 319","The Shooting of 319",0,"2019","\N","107","Drama"
"喬納森·班克斯","Q198638","tt4929766","not exact match","tvEpisode","Supernatural Shooters","Supernatural Shooters",0,"2015","\N","45","Documentary,Mystery,Reality-TV"
"NG (影視用語)","Q1930201","tt0304519","not exact match","movie","Pardon My Blooper","Pardon My Blooper",0,"1974","\N","75","Comedy,Documentary,History"
"鬼同你住","Q107966304","tt14898946","not exact match","movie","Coffin Homes","Gwai tung nei jyu",0,"2021","\N","111","Comedy,Horror"
"拉斯·馮·提爾","Q133730","tt0194097","not exact match","short","Lars from 1-10","Lars from 1-10",0,"1998","\N","10","Documentary,Short"
"再生人","Q110310574","tt0084941","not exact match","movie","Life After Life","Zai sheng ren",0,"1981","\N","88","Horror"
"亚当·德莫斯","Q66590078","tt1510019","not exact match","tvEpisode","Episode #1.4914","Episode #1.4914",0,"2009","\N","28","Drama,Romance"
"第80屆奧斯卡金像獎","Q215132","tt1103965","not exact match","tvSpecial","The 80th Annual Academy Awards","The 80th Annual Academy Awards",0,"2008","\N","197","Comedy,Music"
"藍天白雲","Q50827412","tt7757028","not exact match","movie","Somewhere Beyond the Mist","Lan tian bai yun",0,"2017","\N","86","Drama,Thriller"
"第93屆奧斯卡金像獎","Q57246152","tt10471902","not exact match","tvSpecial","The Oscars","The 93rd Oscars",0,"2021","\N","150","Music"
"AFI百年百大电影台词","Q400051","tt0466642","not exact match","tvSpecial","AFI's 100 Years... 100 Movie Quotes: America's Greatest Quips, Comebacks and Catchphrases","AFI's 100 Years... 100 Movie Quotes: America's Greatest Quips, Comebacks and Catchphrases",0,"2005","\N","180","Documentary,History"
"威廉·菲克纳","Q220335","tt0202864","not exact match","movie","Endsville","Endsville",0,"2000","\N","\N","Drama"
"漫威漫画改编电影列表","Q1369019","tt3729486","not exact match","short","Marvel Super Heroes 4D Experience: Indonesia","Marvel Super Heroes 4D Experience: Indonesia",0,"2013","\N","\N","Action,Adventure,Animation"
"AFI百年百大英雄與反派","Q1610957","tt0369200","not exact match","tvSpecial","AFI's 100 Years... 100 Heroes & Villains","AFI's 100 Years... 100 Heroes & Villains",0,"2003","\N","\N","Documentary"
"第62届奥斯卡金像奖","Q910864","tt0312314","not exact match","tvSpecial","The 62nd Annual Academy Awards","62nd Annual Academy Awards",0,"1990","\N","\N","Family"
"照明娛樂","Q1189512","tt2244747","not exact match","short","Brad & Gary","Brad & Gary",0,"2011","\N","4","Animation,Comedy,Family"
"第60届奥斯卡金像奖","Q257443","tt0353139","not exact match","tvSpecial","The 60th Annual Academy Awards","60th Annual Academy Awards",0,"1988","\N","205","News"
"老罗伯特·唐尼","Q587102","tt0473254","not exact match","movie","Rittenhouse Square","Rittenhouse Square",0,"2005","\N","92","Documentary"
"第87屆奧斯卡金像獎","Q16773560","tt3674910","not exact match","tvSpecial","The Oscars","The Oscars",0,"2015","\N","223","Comedy,Music"
"0099大發財","Q111109893","tt6611586","not exact match","movie","00.99 Da fa cai","00.99 Da fa cai",0,"1989","\N","95","Comedy"
"李查·葛瑞夫斯","Q314831","tt1498171","not exact match","tvEpisode","William Beausire","William Beausire",0,"1981","\N","\N","Drama"
"第69届奥斯卡金像奖","Q903336","tt0297693","not exact match","tvSpecial","The 69th Annual Academy Awards","The 69th Annual Academy Awards",0,"1997","\N","\N","News"
"杰西·簡","Q159436","tt0836520","not exact match","tvEpisode","Episode #14.142","Episode #14.142",0,"2006","\N","\N","Comedy,Music,Talk-Show"
"布莉·歐森","Q235053","tt1122731","not exact match","tvEpisode","Managing Mom","Managing Mom",0,"2007","\N","22","Family,Reality-TV"
"第90屆奧斯卡金像獎","Q24636843","tt7235270","not exact match","tvSpecial","The Oscars","The Oscars",0,"2018","\N","187","Music"
"新線影業","Q79202","tt0046718","not exact match","movie","Anupama","Anupama",0,"1955","\N","\N","Drama"
"第79届奥斯卡金像奖","Q213699","tt0833875","not exact match","tvSpecial","The 79th Annual Academy Awards","The 79th Annual Academy Awards",0,"2007","\N","232","News"
"第88屆奧斯卡金像獎","Q20022969","tt4991632","not exact match","tvSpecial","The Oscars","The Oscars",0,"2016","\N","175","Music"
"黑狗來了","Q65047533","tt0490428","not exact match","movie","Black Dog Is Coming","Hei gou lai le",0,"2004","\N","115","Comedy"
"靈幻童子","Q55696370","tt0097692","not exact match","movie","Kong-Fu Wonder Child","Ling huan tong zi",0,"1986","\N","90","Action,Fantasy"
"第81屆奧斯卡金像獎","Q190441","tt1219288","not exact match","tvSpecial","The 81st Annual Academy Awards","The 81st Annual Academy Awards",0,"2009","\N","210","News"
"聖誕快樂 (1984年電影)","Q97201167","tt0088106","not exact match","movie","Merry Christmas","Sing dan fai lok",0,"1984","\N","96","Comedy,Romance"
"第78届奥斯卡金像奖","Q319132","tt0497318","not exact match","tvSpecial","The 78th Annual Academy Awards","The 78th Annual Academy Awards",0,"2006","\N","214","Music"
"第83届奥斯卡金像奖","Q183355","tt1625351","not exact match","tvSpecial","The 83rd Annual Academy Awards","The 83rd Annual Academy Awards",0,"2011","\N","194","Music"
"邁克·艾斯納","Q727953","tt0539078","not exact match","tvEpisode","Episode dated 7 October 2005","Episode dated 7 October 2005",0,"2005","\N","53","News,Talk-Show"
"预告片","Q622550","tt0795358","not exact match","movie","Coming Attractions: The History of the Movie Trailer","Coming Attractions: The History of the Movie Trailer",0,"2009","\N","128","Documentary"
"給19歲的我自己","Q60992117","tt8734578","not exact match","movie","To My 19-Year-Old","Gei 19 sui de wo zi ji",0,"2018","\N","99","Drama,Fantasy,Romance"
"花漾奶奶金難搞","Q116767979","tt21190408","not exact match","movie","My Perfect Roommate","My Perfect Roommate",0,"2022","\N","91","Comedy"
"洪興仔之江湖大風暴","Q28416663","tt0118118","not exact match","movie","War of the Under World","Hung hing chai: Gong woo dai fung bou",0,"1996","\N","97","Action,Crime"
"第67届奥斯卡金像奖","Q857001","tt0268875","not exact match","tvSpecial","The 67th Annual Academy Awards","The 67th Annual Academy Awards",0,"1995","\N","215","Family"
"第74届奥斯卡金像奖","Q753167","tt0266221","not exact match","tvSpecial","The 71st Annual Academy Awards","The 71st Annual Academy Awards",0,"1999","\N","\N","Family"
"第71屆奧斯卡金像獎","Q263239","tt0266221","not exact match","tvSpecial","The 71st Annual Academy Awards","The 71st Annual Academy Awards",0,"1999","\N","\N","Family"
"第70屆奧斯卡金像獎","Q536749","tt0284808","not exact match","tvSpecial","The 70th Annual Academy Awards","The 70th Annual Academy Awards",0,"1998","\N","\N","News"
"第75届奥斯卡金像奖","Q740425","tt0346468","not exact match","tvSpecial","The 75th Annual Academy Awards","The 75th Annual Academy Awards",0,"2003","\N","210","News"
"慢动作","Q1899749","tt0256749","not exact match","tvMovie","Television Under the Swastika","Das Fernsehen unter dem Hakenkreuz",0,"1999","\N","55","Documentary,History,Sport"
"蜻蜓之眼","Q48910816","tt6576482","not exact match","movie","Dragonfly Eyes","Qing ting zhi yan",0,"2017","\N","81","Documentary,Mystery"
"第84屆奧斯卡金像獎","Q180675","tt2089826","not exact match","tvSpecial","The 84th Annual Academy Awards","The 84th Annual Academy Awards",0,"2012","\N","157","Comedy,Reality-TV"
"第76届奥斯卡金像奖","Q458646","tt0381851","not exact match","tvSpecial","The 76th Annual Academy Awards","The 76th Annual Academy Awards",0,"2004","\N","225","Music"
"第66届奥斯卡金像奖","Q944352","tt0295842","not exact match","tvSpecial","The 66th Annual Academy Awards","The 66th Annual Academy Awards",0,"1994","\N","\N","Family"
"麥卡·門羅","Q16235655","tt2205652","not exact match","tvMovie","Flying Monkeys","Flying Monkeys",0,"2013","\N","86","Action,Adventure,Comedy"
"艾許頓·桑德斯","Q26902009","tt2392546","not exact match","short","Making Possibilities","Making Possibilities",0,"2012","\N","10","Comedy,Romance,Short"
"第72届奥斯卡金像奖","Q429319","tt0266222","not exact match","tvSpecial","The 72nd Annual Academy Awards","The 72nd Annual Academy Awards",0,"2000","\N","\N","Family"
"拉塞尔·托维","Q716998","tt1451631","not exact match","short","Roar","Roar",0,"2009","\N","16","Drama,Short"
"神勇飛虎霸王花","Q109342727","tt0098312","not exact match","movie","The Inspector Wears Skirts II","Shen yong fei hu ba wang hua",0,"1989","\N","96","Action,Comedy"
"鬼眼刑警","Q22774533","tt0798421","not exact match","movie","Don't Open Your Eyes","Gwai ngan ying ging",0,"2006","\N","93","Comedy,Horror"
"情義我心知","Q65046451","tt0490393","not exact match","movie","Moonlight in Tokyo","Ching yi ngor sum gi",0,"2005","\N","95","Comedy,Drama"
"不安的種子","Q15040704","tt2821784","not exact match","movie","Pet Peeve","Fuan no tane",0,"2013","\N","87","Horror"
"雅夫","Q11278222","tt2124826","not exact match","movie","Go, Masao!","Love: Masaokun ga iku!",0,"2012","\N","109","Comedy"
"第68届奥斯卡金像奖","Q903494","tt0283830","not exact match","tvSpecial","The 68th Annual Academy Awards","The 68th Annual Academy Awards",0,"1996","\N","\N","Family"
"第68屆坎城影展","Q18348657","tt3975952","not exact match","short","The Miracle Archives","The Miracle Archives",0,"2015","\N","22","Drama,Mystery,Short"
"初戀嗱喳麵","Q64008241","tt0312563","not exact match","movie","Merry-Go-Round","Choh luen kwong cha min",0,"2001","\N","94","Comedy,Romance"
"1/2段情","Q109414393","tt0113975","not exact match","movie","Infatuation","1/2 Duan qing",0,"1985","\N","95","Romance"
"大卫·凯利 (演员)","Q470746","tt0284690","not exact match","movie","Philadelphia, Here I Come!","Philadelphia, Here I Come!",0,"1977","\N","95","Drama"
"第65届奥斯卡金像奖","Q222461","tt0266220","not exact match","tvSpecial","The 65th Annual Academy Awards","65th Annual Academy Awards",0,"1993","\N","196","Family"
"賽斯·麥克法蘭作品列表","Q17032379","tt0879250","not exact match","short","Life Is Short","Life Is Short",0,"2006","\N","10","Comedy,Short"
"生生","Q56272162","tt7861586","not exact match","movie","Sen Sen","Sen Sen",0,"2017","\N","112","Drama"
"四個自殺的少女","Q120485788","tt0114438","not exact match","movie","Suicide","Sei go ji sat dik siu nui",0,"1995","\N","\N","Drama"
"Konishi Takako之死","Q7677108","tt0374278","not exact match","tvMovie","This Is a True Story","This Is a True Story",0,"2003","\N","25","Documentary"
"舞廳 (1981年電影)","Q113992868","tt0165547","not exact match","movie","Wu ting","Wu ting",0,"1981","\N","86","Action,Crime"
"愛上我吧","Q113961791","tt0296494","not exact match","movie","Gimme Gimme","Ngoi soeng ngo baa",0,"2001","\N","101","Drama"
"舞極限 (電影)","Q65061613","tt13336014","not exact match","movie","Who is the Champion?","Who is the Champion?",0,"2018","\N","118","Action,Drama"
"第64届奥斯卡金像奖","Q857047","tt0266219","not exact match","tvSpecial","The 64th Annual Academy Awards","64th Annual Academy Awards",0,"1992","\N","\N","Family"
"莫妮克·亞歷山大","Q233101","tt0414657","not exact match","video","Voyeur: Inside Out","Voyeur: Inside Out",1,"2003","\N","87","Adult,Drama"
"艾登·肖","Q403991","tt0455681","not exact match","video","Perfect Fit","Perfect Fit",1,"2004","\N","103","Adult"
"老師，有問題","Q109347971","tt3188170","not exact match","movie","Sir, Tell Me Why","Laoshi, You Wenti",0,"1987","\N","\N","Comedy"
"傑克與魔豆 (2020年電影)","Q15545275","tt2948358",NA,NA,NA,NA,NA,NA,NA,NA,NA
"瘋人院影業作品列表","Q96388566","tt27834173","not exact match","movie","The Little Mermaid","The Little Mermaid",0,"2023","\N","98","Animation,Comedy,Drama"
"第35届奥斯卡金像奖","Q917148","tt0348815","not exact match","tvSpecial","The 35th Annual Academy Awards","35th Annual Academy Awards",0,"1963","\N","\N","News"
"林冲夜奔","Q20649507","tt0192250","not exact match","movie","Lin Chong ye ben","Lin Chong ye ben",0,"1972","\N","88","Action,Drama"
"第61届奥斯卡金像奖","Q924339","tt0353140","not exact match","tvSpecial","The 61st Annual Academy Awards","61st Annual Academy Awards",0,"1989","\N","137","News"
"阿麗雅·喬瓦尼","Q35998","tt0347298","not exact match","video","Justine","Justine",1,"2002","\N","103","Adult"
"布雷特·羅西","Q16302530","tt2118251","not exact match","tvEpisode","Brett Rossi, Miss Howard TV","Brett Rossi, Miss Howard TV",0,"2011","\N","\N","Comedy,Talk-Show"
"暗渠 (1983年電影)","Q110376147","tt0085163","not exact match","movie","Men from the Gutter","An qu",0,"1983","\N","83","Action,Drama,Thriller"
"第34届奥斯卡金像奖","Q917163","tt0348518","not exact match","tvSpecial","The 34th Annual Academy Awards","The 34th Annual Academy Awards",0,"1962","\N","\N","Family"
"第63届奥斯卡金像奖","Q910856","tt0266218","not exact match","tvSpecial","The 63rd Annual Academy Awards","63rd Annual Academy Awards",0,"1991","\N","\N","Family,News"
"媽祖迺台灣 (電影)","Q16689887","tt7827348","not exact match","movie","Mazu Procession","Mazu Procession",0,"2014","\N","85","Documentary"
"夢的背後","Q60991316","tt9548182","not exact match","movie","Behind the Dream: A Documentary on the Shadow Play","Meng de bei hou",0,"2018","\N","94","Documentary"
"老娘夠騷","Q110395329","tt0091378","not exact match","movie","Lao niang gou sao","Lao niang gou sao",0,"1986","\N","94","Drama"
"大卫·勒格诺","Q544038","tt0418705","not exact match","videoGame","The Getaway: Black Monday","The Getaway: Black Monday",0,"2004","\N","\N","Action,Crime,Thriller"
"第40届奥斯卡金像奖","Q1065291","tt0353126","not exact match","tvSpecial","The 40th Annual Academy Awards","The 40th Annual Academy Awards",0,"1968","\N","\N","News"
"第73屆金球獎","Q21094897","tt4399942","not exact match","tvSpecial","73rd Golden Globe Awards","73rd Golden Globe Awards",0,"2016","\N","\N","Comedy"
"上海假期","Q116713465","tt0105380","not exact match","movie","My American Grandson","Shanghai jiaqi",0,"1991","\N","100","Drama"
"亨利-乔治·克鲁佐","Q55384","tt0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"透納娛樂公司","Q371400","tt0183824","not exact match","short","Strange As It Seems #16","Strange As It Seems #16",0,"1932","\N","\N","Short"
"第59届奥斯卡金像奖","Q917235","tt0331410","not exact match","tvSpecial","The 59th Annual Academy Awards","59th Annual Academy Awards",0,"1987","\N","205","Family"
"我的长征","Q85880186","tt1735845","not exact match","video","Axis of War: My Long March","Axis of War: My Long March",0,"2007","\N","\N","War"
"我為你狂","Q110397209","tt0125974","not exact match","movie","Ngoh wai nei kong","Ngoh wai nei kong",0,"1984","\N","92","Romance"
"第33届奥斯卡金像奖","Q917071","tt0324953","not exact match","tvSpecial","The 33rd Annual Academy Awards","33rd Annual Academy Awards Presentation",0,"1961","\N","\N","Family"
"青春差館","Q107133687","tt0089863","not exact match","movie","Young Cops","Qing chun chai guan",0,"1985","\N","87","Action,Comedy"
"約翰·吉爾伯特","Q8293","tt0300484","not exact match","short","Siren","Siren",0,"1996","\N","7","Short"
"失婚老豆","Q110397206","tt0088110","not exact match","movie","Beloved Daddy","Shi hun lao dou",0,"1984","\N","88","Comedy,Drama"
"守夜Seventh","Q18652510","tt4968628","not exact match","movie","Seventh","Seventh",0,"2014","\N","99","Comedy,Horror"
"第56届奥斯卡金像奖","Q47193","tt0353136","not exact match","tvSpecial","The 56th Annual Academy Awards","The 56th Annual Academy Awards",0,"1984","\N","\N","Documentary"
"媽咪俠","Q48885506","tt3902214","not exact match","movie","Wonder Mama","Ma mi xia",0,"2014","\N","96","Comedy,Drama,Family"
"第39届奥斯卡金像奖","Q167214","tt0353124","not exact match","tvSpecial","The 39th Annual Academy Awards","The 39th Annual Academy Awards",0,"1967","\N","\N","News"
